"","COMMON.NAME","OBSERVATION.MONTH","OBSERVATION.YEAR","total_bird_count"
"691","Chestnut-headed Bee-eater",12,2003,1
"692","Chestnut-headed Bee-eater",9,2004,134
"693","Chestnut-shouldered Petronia",3,1984,1
"694","Chestnut-shouldered Petronia",3,1990,67
"695","Chestnut-shouldered Petronia",12,1991,67
"696","Chestnut-shouldered Petronia",10,1993,2
"697","Chestnut-shouldered Petronia",5,1994,67
"698","Chestnut-shouldered Petronia",4,1999,67
"699","Chestnut-shouldered Petronia",11,2000,67
"700","Chestnut-shouldered Petronia",3,2001,2
"701","Chestnut-shouldered Petronia",2,2003,67
"702","Chestnut-shouldered Petronia",2,2004,67
"703","Chestnut-shouldered Petronia",9,2004,134
"704","Chestnut-shouldered Petronia",10,2004,23
"705","Chestnut-shouldered Petronia",11,2004,1
"706","Chestnut-tailed Minla",10,1993,67
"707","Chestnut-tailed Minla",4,2003,18
"708","Chestnut-tailed Starling",9,1993,67
"709","Chestnut-tailed Starling",5,1994,67
"710","Chestnut-tailed Starling",6,1997,35
"711","Chestnut-tailed Starling",11,2000,67
"712","Chestnut-tailed Starling",1,2004,75
"713","Chestnut-tailed Starling",5,2004,35
"714","Chestnut-tailed Starling",11,2004,1
"715","Chestnut-winged Cuckoo",11,1997,1
"716","Chukar",8,1999,67
"717","Cinereous Tit",2,1984,56
"718","Cinereous Tit",4,1990,67
"719","Cinereous Tit",12,1991,67
"720","Cinereous Tit",8,1993,135
"721","Cinereous Tit",9,1993,67
"722","Cinereous Tit",10,1993,67
"723","Cinereous Tit",3,1994,67
"724","Cinereous Tit",6,1997,134
"725","Cinereous Tit",7,1997,268
"726","Cinereous Tit",8,1997,134
"727","Cinereous Tit",8,1999,67
"728","Cinereous Tit",2,2001,67
"729","Cinereous Tit",1,2003,134
"730","Cinereous Tit",1,2004,51
"731","Cinereous Tit",6,2004,58
"732","Cinereous Tit",9,2004,135
"733","Cinereous Tit",10,2004,24
"734","Cinereous Tit",11,2004,35
"735","Cinereous Vulture",3,2001,2
"736","Cinnamon Bittern",8,2004,1
"737","Citrine Wagtail",7,1982,170
"738","Citrine Wagtail",4,1999,67
"739","Citrine Wagtail",1,2003,67
"740","Citrine Wagtail",2,2003,67
"741","Citrine Wagtail",1,2004,23
"742","Clamorous Reed-Warbler",12,2003,1
"743","Clamorous Reed-Warbler",10,2004,23
"744","Clamorous Reed-Warbler",11,2004,1
"745","Coal Tit",7,1982,134
"746","Coal Tit",10,1993,67
"747","Coal Tit",10,1994,67
"748","Collared Owlet",10,1993,67
"749","Collared Owlet",4,1999,35
"750","Comb Duck",10,1993,1
"751","Comb Duck",4,1999,67
"752","Comb Duck",6,2001,23
"753","Comb Duck",2,2004,23
"754","Common Babbler",12,1981,134
"755","Common Babbler",11,1983,67
"756","Common Babbler",7,1993,134
"757","Common Babbler",8,1993,201
"758","Common Babbler",10,1993,2
"759","Common Babbler",5,1994,44
"760","Common Babbler",7,1994,67
"761","Common Babbler",7,1996,134
"762","Common Babbler",10,2004,35
"763","Common Buzzard",2,1984,1
"764","Common Buzzard",2,2004,67
"765","Common Chiffchaff",10,1993,1
"766","Common Chiffchaff",4,1999,67
"767","Common Chiffchaff",11,2004,1
"768","Common Crane",1,1999,55
"769","Common Crane",1,2000,40
"770","Common Cuckoo",7,1982,2
"771","Common Cuckoo",7,1993,67
"772","Common Cuckoo",8,1993,134
"773","Common Cuckoo",7,1994,67
"774","Common Cuckoo",4,1999,25
"775","Common Cuckoo",8,1999,67
"776","Common Cuckoo",4,2003,36
"777","Common Green-Magpie",4,1999,23
"778","Common Green-Magpie",1,2003,67
"779","Common Green-Magpie",4,2003,23
"780","Common Greenshank",7,1982,1
"781","Common Greenshank",10,1993,68
"782","Common Greenshank",11,1993,2
"783","Common Greenshank",11,1995,44
"784","Common Greenshank",11,2000,67
"785","Common Greenshank",3,2001,48
"786","Common Greenshank",2,2003,67
"787","Common Greenshank",9,2004,67
"788","Common Greenshank",10,2004,1
"789","Common Hawk-Cuckoo",1,1979,23
"790","Common Hawk-Cuckoo",3,1984,1
"791","Common Hawk-Cuckoo",8,1993,201
"792","Common Hawk-Cuckoo",9,1993,67
"793","Common Hawk-Cuckoo",10,1993,67
"794","Common Hawk-Cuckoo",5,1994,67
"795","Common Hawk-Cuckoo",6,1997,201
"796","Common Hawk-Cuckoo",8,1997,134
"797","Common Hawk-Cuckoo",5,1999,67
"798","Common Hawk-Cuckoo",5,2004,23
"799","Common Hawk-Cuckoo",6,2004,26
"800","Common Hawk-Cuckoo",9,2004,3
"801","Common Hawk-Cuckoo",10,2004,4
"802","Common Hawk-Cuckoo",11,2004,1
"803","Common Hill Myna",3,1999,51
"804","Common Hill Myna",4,1999,23
"805","Common Hill Myna",11,2004,18
"806","Common House-Martin",7,1982,67
"807","Common Iora",1,1979,23
"808","Common Iora",4,1990,134
"809","Common Iora",12,1991,67
"810","Common Iora",9,1993,67
"811","Common Iora",3,1994,67
"812","Common Iora",5,1994,67
"813","Common Iora",10,1995,67
"814","Common Iora",6,1997,68
"815","Common Iora",7,1997,134
"816","Common Iora",8,1997,67
"817","Common Iora",3,1999,1
"818","Common Iora",2,2001,67
"819","Common Iora",1,2004,111
"820","Common Iora",2,2004,67
"821","Common Iora",5,2004,159
"822","Common Iora",6,2004,96
"823","Common Iora",7,2004,35
"824","Common Iora",8,2004,23
"825","Common Iora",9,2004,126
"826","Common Iora",10,2004,85
"827","Common Iora",11,2004,45
"828","Common Kingfisher",1,1979,23
"829","Common Kingfisher",3,1984,1
"830","Common Kingfisher",4,1990,134
"831","Common Kingfisher",8,1993,134
"832","Common Kingfisher",10,1993,69
"833","Common Kingfisher",11,1993,60
"834","Common Kingfisher",10,1995,67
"835","Common Kingfisher",11,1995,1
"836","Common Kingfisher",1,1996,67
"837","Common Kingfisher",6,1997,1
"838","Common Kingfisher",7,1997,134
"839","Common Kingfisher",8,1997,67
"840","Common Kingfisher",1,1999,1
"841","Common Kingfisher",1,2004,23
"842","Common Kingfisher",5,2004,2
"843","Common Kingfisher",6,2004,3
"844","Common Kingfisher",8,2004,2
"845","Common Kingfisher",9,2004,201
"846","Common Kingfisher",10,2004,25
"847","Common Kingfisher",11,2004,2
"848","Common Merganser",7,1982,23
"849","Common Merganser",11,1993,42
"850","Common Merganser",11,1995,11
"851","Common Merganser",1,2004,28
"852","Common Myna",1,1979,56
"853","Common Myna",12,1981,134
"854","Common Myna",4,1990,67
"855","Common Myna",12,1991,67
"856","Common Myna",1,1992,1
"857","Common Myna",9,1992,1
"858","Common Myna",7,1993,67
"859","Common Myna",8,1993,268
"860","Common Myna",9,1993,67
"861","Common Myna",10,1993,68
"862","Common Myna",5,1994,67
"863","Common Myna",7,1994,67
"864","Common Myna",10,1995,67
"865","Common Myna",1,1996,134
"866","Common Myna",7,1996,134
"867","Common Myna",6,1997,134
"868","Common Myna",7,1997,737
"869","Common Myna",8,1997,268
"870","Common Myna",1,1999,134
"871","Common Myna",3,1999,23
"872","Common Myna",4,1999,180
"873","Common Myna",10,2000,67
"874","Common Myna",2,2001,67
"875","Common Myna",3,2001,262
"876","Common Myna",1,2002,134
"877","Common Myna",1,2003,67
"878","Common Myna",2,2003,67
"879","Common Myna",4,2003,67
"880","Common Myna",1,2004,30
"881","Common Myna",5,2004,147
"882","Common Myna",6,2004,212
"883","Common Myna",8,2004,196
"884","Common Myna",9,2004,706
"885","Common Myna",10,2004,159
"886","Common Myna",11,2004,258
"887","Common Pochard",10,1993,68
"888","Common Pochard",11,1993,35
"889","Common Pochard",11,1995,44
"890","Common Pochard",1,2000,67
"891","Common Pochard",3,2003,67
"892","Common Pochard",10,2004,36
"893","Common Raven",7,1982,67
"894","Common Raven",4,2003,23
"895","Common Raven",9,2004,67
"896","Common Redshank",12,1981,67
"897","Common Redshank",7,1982,44
"898","Common Redshank",10,1993,68
"899","Common Redshank",4,1999,67
"900","Common Redshank",3,2001,8
"901","Common Redshank",2,2003,67
"902","Common Rosefinch",7,1982,236
"903","Common Rosefinch",2,1984,18
"904","Common Rosefinch",8,1999,67
"905","Common Rosefinch",3,2001,24
"906","Common Rosefinch",2,2004,67
"907","Common Rosefinch",9,2004,67
"908","Common Sandpiper",12,1981,67
"909","Common Sandpiper",2,1984,35
"910","Common Sandpiper",9,1993,67
"911","Common Sandpiper",10,1993,68
"912","Common Sandpiper",11,1993,62
"913","Common Sandpiper",11,1995,56
"914","Common Sandpiper",1,1999,67
"915","Common Sandpiper",8,1999,67
"916","Common Sandpiper",3,2001,2
"917","Common Sandpiper",2,2003,67
"918","Common Sandpiper",1,2004,51
"919","Common Sandpiper",8,2004,44
"920","Common Sandpiper",9,2004,146
"921","Common Sandpiper",10,2004,46
"922","Common Sandpiper",11,2004,56
"923","Common Snipe",10,1993,1
"924","Common Snipe",4,1999,67
"925","Common Snipe",2,2003,67
"926","Common Swift",7,1982,72
"927","Common Swift",4,1984,24
"928","Common Tailorbird",1,1979,23
"929","Common Tailorbird",12,1981,67
"930","Common Tailorbird",4,1990,201
"931","Common Tailorbird",12,1991,67
"932","Common Tailorbird",8,1993,134
"933","Common Tailorbird",9,1993,67
"934","Common Tailorbird",10,1993,68
"935","Common Tailorbird",5,1994,67
"936","Common Tailorbird",10,1994,1
"937","Common Tailorbird",8,1996,67
"938","Common Tailorbird",6,1997,67
"939","Common Tailorbird",7,1997,67
"940","Common Tailorbird",8,1997,67
"941","Common Tailorbird",3,1999,60
"942","Common Tailorbird",4,1999,1
"943","Common Tailorbird",1,2004,67
"944","Common Tailorbird",5,2004,1
"945","Common Tailorbird",6,2004,45
"946","Common Tailorbird",8,2004,1
"947","Common Tailorbird",10,2004,46
"948","Common Tailorbird",11,2004,23
"949","Common Woodshrike",1,1979,44
"950","Common Woodshrike",12,1981,35
"951","Common Woodshrike",3,1990,67
"952","Common Woodshrike",4,1990,62
"953","Common Woodshrike",12,1991,1
"954","Common Woodshrike",10,1993,69
"955","Common Woodshrike",3,1994,67
"956","Common Woodshrike",5,1994,67
"957","Common Woodshrike",8,1996,67
"958","Common Woodshrike",7,1997,134
"959","Common Woodshrike",12,1997,67
"960","Common Woodshrike",4,1999,67
"961","Common Woodshrike",2,2003,67
"962","Common Woodshrike",5,2004,1
"963","Common Woodshrike",9,2004,1
"964","Common Woodshrike",11,2004,1
"965","Coppersmith Barbet",1,1979,44
"966","Coppersmith Barbet",11,1983,67
"967","Coppersmith Barbet",3,1990,67
"968","Coppersmith Barbet",4,1990,67
"969","Coppersmith Barbet",12,1991,201
"970","Coppersmith Barbet",2,1992,1
"971","Coppersmith Barbet",9,1992,1
"972","Coppersmith Barbet",8,1993,58
"973","Coppersmith Barbet",9,1993,67
"974","Coppersmith Barbet",10,1993,1
"975","Coppersmith Barbet",3,1994,67
"976","Coppersmith Barbet",5,1994,67
"977","Coppersmith Barbet",6,1997,201
"978","Coppersmith Barbet",7,1997,268
"979","Coppersmith Barbet",8,1997,201
"980","Coppersmith Barbet",3,1999,1
"981","Coppersmith Barbet",4,1999,67
"982","Coppersmith Barbet",2,2001,67
"983","Coppersmith Barbet",3,2003,67
"984","Coppersmith Barbet",5,2004,94
"985","Coppersmith Barbet",6,2004,124
"986","Coppersmith Barbet",8,2004,23
"987","Coppersmith Barbet",9,2004,114
"988","Coppersmith Barbet",10,2004,117
"989","Coppersmith Barbet",11,2004,90
"990","Coral-billed Scimitar-Babbler",4,1999,23
"991","cormorant sp.",11,1996,67
"992","Cotton Pygmy-Goose",10,1993,2
"993","Cotton Pygmy-Goose",7,1997,67
"994","Cotton Pygmy-Goose",11,2000,67
"995","Cotton Pygmy-Goose",2,2004,67
"996","Cotton Pygmy-Goose",6,2004,35
"997","Cotton Pygmy-Goose",8,2004,23
"998","Cotton Pygmy-Goose",10,2004,23
"999","Crested Bunting",5,1982,23
"1000","Crested Bunting",10,1993,44
"1001","Crested Bunting",6,1997,1
"1002","Crested Finchbill",4,1999,44
"1003","Crested Goshawk",2,1984,1
"1004","Crested Goshawk",4,1999,1
"1005","Crested Goshawk",2,2004,23
"1006","Crested Hawk-Eagle",6,1997,2
"1007","Crested Hawk-Eagle",7,1997,67
"1008","Crested Hawk-Eagle",2,2004,67
"1009","Crested Kingfisher",9,1993,67
"1010","Crested Kingfisher",11,1993,56
"1011","Crested Kingfisher",11,1995,1
"1012","Crested Kingfisher",3,2001,48
"1013","Crested Kingfisher",1,2004,24
"1014","Crested Kingfisher",9,2004,67
"1015","Crested Lark",10,1993,1
"1016","Crested Serpent-Eagle",1,1979,23
"1017","Crested Serpent-Eagle",9,1993,67
"1018","Crested Serpent-Eagle",10,1993,69
"1019","Crested Serpent-Eagle",3,1994,67
"1020","Crested Serpent-Eagle",5,1994,67
"1021","Crested Serpent-Eagle",6,1997,68
"1022","Crested Serpent-Eagle",7,1997,67
"1023","Crested Serpent-Eagle",8,1997,23
"1024","Crested Serpent-Eagle",4,1999,68
"1025","Crested Serpent-Eagle",11,2000,134
"1026","Crested Serpent-Eagle",6,2004,1
"1027","Crested Serpent-Eagle",9,2004,4
"1028","Crested Serpent-Eagle",10,2004,23
"1029","Crested Serpent-Eagle",11,2004,1
"1030","Crested Treeswift",3,1994,67
"1031","Crested Treeswift",5,1994,67
"1032","Crested Treeswift",7,1997,134
"1033","Crested Treeswift",8,1997,118
"1034","Crested Treeswift",2,2004,67
"1035","Crested Treeswift",5,2004,130
"1036","Crested Treeswift",6,2004,58
"1037","Crested Treeswift",8,2004,44
"1038","Crested Treeswift",9,2004,36
"1039","Crested Treeswift",10,2004,77
"1040","Crested Treeswift",11,2004,23
"1041","Crimson Sunbird",9,1993,1
"1042","Crimson Sunbird",3,1994,67
"1043","Crimson Sunbird",5,1994,1
"1044","Crimson-backed Sunbird",1,1979,44
"1045","Crimson-backed Sunbird",2,1984,35
"1046","Crimson-backed Sunbird",7,1997,201
"1047","Crimson-backed Sunbird",2,2004,67
"1048","Crow-billed Drongo",4,2003,51
"1049","Dark-breasted Rosefinch",4,1982,2
"1050","Dark-breasted Rosefinch",10,1993,67
"1051","Dark-breasted Rosefinch",4,2003,51
"1052","Dark-fronted Babbler",2,2004,67
"1053","Dark-necked Tailorbird",3,1999,35
"1054","Dark-rumped Rosefinch",4,1982,2
"1055","Dark-rumped Swift",4,1999,52
"1056","Dark-sided Flycatcher",7,1982,67
"1057","Dark-sided Flycatcher",4,1999,1
"1058","Demoiselle Crane",1,1999,56
"1059","Demoiselle Crane",1,2000,1
"1060","diurnal raptor sp.",4,1990,68
"1061","diurnal raptor sp.",8,1993,67
"1062","diurnal raptor sp.",12,1997,67
"1063","drongo sp.",11,1996,67
"1064","drongo sp.",9,2004,67
"1065","duck sp.",10,1993,67
"1066","duck sp.",11,1993,15
"1067","duck sp.",9,2004,67
"1068","Dunlin",3,1984,1
"1069","Dusky Crag-Martin",11,1983,67
"1070","Dusky Crag-Martin",2,1984,35
"1071","Dusky Crag-Martin",8,1996,67
"1072","Dusky Crag-Martin",6,1997,67
"1073","Dusky Crag-Martin",7,1997,201
"1074","Dusky Crag-Martin",8,1997,201
"1075","Dusky Crag-Martin",4,1999,67
"1076","Dusky Crag-Martin",1,2003,67
"1077","Dusky Crag-Martin",2,2004,67
"1078","Dusky Crag-Martin",5,2004,102
"1079","Dusky Crag-Martin",9,2004,56
"1080","Dusky Crag-Martin",10,2004,60
"1081","Dusky Eagle-Owl",10,1993,2
"1082","Dusky Eagle-Owl",11,2000,67
"1083","Dusky Eagle-Owl",2,2003,67
"1084","eagle sp.",9,2004,23
"1085","Egyptian Vulture",12,1986,67
"1086","Egyptian Vulture",10,1993,67
"1087","Egyptian Vulture",8,1996,67
"1088","Egyptian Vulture",7,1997,201
"1089","Egyptian Vulture",12,1997,1
"1090","Egyptian Vulture",4,1999,67
"1091","Egyptian Vulture",1,2000,1
"1092","Egyptian Vulture",3,2000,67
"1093","Egyptian Vulture",11,2000,67
"1094","Egyptian Vulture",3,2001,141
"1095","Egyptian Vulture",2,2003,201
"1096","Egyptian Vulture",6,2004,1
"1097","Egyptian Vulture",10,2004,93
"1098","Eurasian Collared-Dove",12,1981,134
"1099","Eurasian Collared-Dove",11,1983,67
"1100","Eurasian Collared-Dove",8,1993,134
"1101","Eurasian Collared-Dove",9,1993,67
"1102","Eurasian Collared-Dove",10,1993,68
"1103","Eurasian Collared-Dove",3,1994,67
"1104","Eurasian Collared-Dove",5,1994,67
"1105","Eurasian Collared-Dove",10,1995,67
"1106","Eurasian Collared-Dove",7,1996,134
"1107","Eurasian Collared-Dove",8,1996,67
"1108","Eurasian Collared-Dove",6,1997,67
"1109","Eurasian Collared-Dove",7,1997,268
"1110","Eurasian Collared-Dove",8,1997,67
"1111","Eurasian Collared-Dove",1,1999,67
"1112","Eurasian Collared-Dove",4,1999,201
"1113","Eurasian Collared-Dove",10,2000,67
"1114","Eurasian Collared-Dove",3,2001,185
"1115","Eurasian Collared-Dove",1,2002,67
"1116","Eurasian Collared-Dove",1,2003,67
"1117","Eurasian Collared-Dove",2,2003,67
"1118","Eurasian Collared-Dove",4,2003,67
"1119","Eurasian Collared-Dove",2,2004,67
"1120","Eurasian Collared-Dove",5,2004,24
"1121","Eurasian Collared-Dove",6,2004,253
"1122","Eurasian Collared-Dove",7,2004,1
"1123","Eurasian Collared-Dove",8,2004,93
"1124","Eurasian Collared-Dove",9,2004,397
"1125","Eurasian Collared-Dove",10,2004,215
"1126","Eurasian Collared-Dove",11,2004,116
"1127","Eurasian Coot",10,1993,68
"1128","Eurasian Coot",1,1996,103
"1129","Eurasian Coot",11,1996,67
"1130","Eurasian Coot",7,1997,67
"1131","Eurasian Coot",2,1999,9
"1132","Eurasian Coot",3,2003,67
"1133","Eurasian Coot",1,2004,18
"1134","Eurasian Coot",2,2004,67
"1135","Eurasian Coot",7,2004,1
"1136","Eurasian Coot",11,2004,134
"1137","Eurasian Crag-Martin",4,1984,2
"1138","Eurasian Crag-Martin",10,1993,67
"1139","Eurasian Crag-Martin",2,2004,67
"1140","Eurasian Curlew",10,1993,1
"1141","Eurasian Curlew",3,2001,46
"1142","Eurasian Griffon",10,1994,67
"1143","Eurasian Griffon",3,2001,102
"1144","Eurasian Griffon",9,2004,69
"1145","Eurasian Hobby",7,1982,1
"1146","Eurasian Hoopoe",12,1981,69
"1147","Eurasian Hoopoe",7,1982,91
"1148","Eurasian Hoopoe",12,1991,67
"1149","Eurasian Hoopoe",8,1993,201
"1150","Eurasian Hoopoe",9,1993,67
"1151","Eurasian Hoopoe",10,1993,68
"1152","Eurasian Hoopoe",3,1994,67
"1153","Eurasian Hoopoe",5,1994,67
"1154","Eurasian Hoopoe",1,1996,67
"1155","Eurasian Hoopoe",7,1996,67
"1156","Eurasian Hoopoe",8,1996,67
"1157","Eurasian Hoopoe",7,1997,102
"1158","Eurasian Hoopoe",8,1999,67
"1159","Eurasian Hoopoe",11,2000,134
"1160","Eurasian Hoopoe",2,2001,67
"1161","Eurasian Hoopoe",3,2001,2
"1162","Eurasian Hoopoe",2,2003,134
"1163","Eurasian Hoopoe",5,2004,56
"1164","Eurasian Hoopoe",6,2004,1
"1165","Eurasian Hoopoe",9,2004,336
"1166","Eurasian Hoopoe",10,2004,26
"1167","Eurasian Hoopoe",11,2004,1
"1168","Eurasian Jay",10,1993,134
"1169","Eurasian Kestrel",7,1982,24
"1170","Eurasian Kestrel",2,1984,1
"1171","Eurasian Kestrel",4,1990,1
"1172","Eurasian Kestrel",10,1993,134
"1173","Eurasian Kestrel",3,1994,67
"1174","Eurasian Kestrel",7,1997,67
"1175","Eurasian Kestrel",8,1997,1
"1176","Eurasian Kestrel",3,1999,67
"1177","Eurasian Kestrel",2,2004,67
"1178","Eurasian Kestrel",9,2004,68
"1179","Eurasian Kestrel",10,2004,1
"1180","Eurasian Magpie",7,1982,67
"1181","Eurasian Magpie",8,1999,67
"1182","Eurasian Marsh-Harrier",10,1993,1
"1183","Eurasian Marsh-Harrier",11,2000,67
"1184","Eurasian Marsh-Harrier",1,2004,67
"1185","Eurasian Marsh-Harrier",10,2004,1
"1186","Eurasian Moorhen",2,1984,35
"1187","Eurasian Moorhen",10,1993,1
"1188","Eurasian Moorhen",1,1996,67
"1189","Eurasian Moorhen",7,1997,67
"1190","Eurasian Moorhen",4,1999,67
"1191","Eurasian Moorhen",11,2000,67
"1192","Eurasian Moorhen",3,2002,134
"1193","Eurasian Moorhen",2,2003,67
"1194","Eurasian Moorhen",4,2003,23
"1195","Eurasian Moorhen",1,2004,23
"1196","Eurasian Moorhen",6,2004,35
"1197","Eurasian Moorhen",9,2004,134
"1198","Eurasian Moorhen",11,2004,134
"1199","Eurasian Nutcracker",10,1994,67
"1200","Eurasian Sparrowhawk",4,1984,23
"1201","Eurasian Sparrowhawk",4,2003,1
"1202","Eurasian Spoonbill",10,1993,68
"1203","Eurasian Spoonbill",1,1996,67
"1204","Eurasian Spoonbill",1,1999,20
"1205","Eurasian Spoonbill",4,1999,67
"1206","Eurasian Spoonbill",11,2000,67
"1207","Eurasian Spoonbill",1,2003,67
"1208","Eurasian Spoonbill",2,2003,67
"1209","Eurasian Spoonbill",4,2003,51
"1210","Eurasian Spoonbill",11,2004,134
"1211","Eurasian Tree Sparrow",4,1999,25
"1212","Eurasian Wigeon",3,1984,17
"1213","Eurasian Wigeon",11,1993,44
"1214","Eurasian Wigeon",11,1995,35
"1215","Eurasian Wigeon",4,1999,67
"1216","Eurasian Wigeon",3,2003,67
"1217","Eurasian Wigeon",4,2003,2
"1218","Eurasian Wren",7,1982,93
"1219","Eurasian Wryneck",12,1981,1
"1220","Eurasian Wryneck",10,1993,68
"1221","European Goldfinch",7,1982,111
"1222","European Roller",9,1993,1
"1223","European Starling",12,1981,1
"1224","European Starling",1,2003,67
"1225","Eyebrowed Thrush",2,1984,1
"1226","Eyebrowed Wren-Babbler",4,1999,1
"1227","falcon sp.",9,1993,67
"1228","falcon sp.",10,1993,67
"1229","fantail sp.",2,2001,67
"1230","Ferruginous Duck",7,1997,1
"1231","Ferruginous Duck",1,2004,8
"1232","Ferruginous Flycatcher",4,2003,44
"1233","finch sp.",10,1993,67
"1234","finch sp.",10,1994,67
"1235","Fire-breasted Flowerpecker",4,1999,56
"1236","Fire-breasted Flowerpecker",4,2003,23
"1237","Fire-fronted Serin",7,1982,157
"1238","Fire-fronted Serin",4,1984,67
"1239","Fire-tailed Sunbird",4,1982,56
"1240","Flame-throated Bulbul",2,2004,67
"1241","Flavescent Bulbul",4,1999,51
"1242","flowerpecker sp.",1,1979,44
"1243","Forest Owlet",5,2004,23
"1244","Forest Wagtail",1,1979,23
"1245","Forest Wagtail",2,2004,134
"1246","francolin sp.",7,1993,67
"1247","francolin sp.",2,2001,67
"1248","Fulvous Parrotbill",4,1982,24
"1249","Fulvous-breasted Woodpecker",3,1994,67
"1250","Fulvous-breasted Woodpecker",5,1994,67
"1251","Fulvous-breasted Woodpecker",9,2004,23
"1252","Gadwall",10,1993,1
"1253","Gadwall",11,1993,45
"1254","Gadwall",11,1995,13
"1255","Gadwall",11,2000,67
"1256","Gadwall",3,2003,67
"1257","Gadwall",4,2003,35
"1258","Gadwall",1,2004,30
"1259","Gadwall",2,2004,2
"1260","Garganey",3,1984,53
"1261","Garganey",1,1996,51
"1262","Garganey",4,1999,134
"1263","Garganey",3,2001,46
"1264","Garganey",4,2003,24
"1265","Garganey",2,2004,3
"1266","Garganey",10,2004,35
"1267","Garganey",11,2004,67
"1268","Glossy Ibis",4,1999,67
"1269","Glossy Ibis",2,2003,67
"1270","Glossy Ibis",9,2004,67
"1271","Glossy Ibis",11,2004,134
"1272","Goldcrest",4,1982,1
"1273","Goldcrest",7,1982,91
"1274","Golden Babbler",4,1999,62
"1275","Golden Babbler",4,2003,2
"1276","Golden Bush-Robin",4,2003,1
"1277","Golden Eagle",7,1982,23
"1278","Golden Eagle",4,1984,1
"1279","Golden-breasted Fulvetta",4,2003,23
"1280","Golden-crested Myna",1,2001,1
"1281","Golden-fronted Leafbird",1,1979,23
"1282","Golden-fronted Leafbird",9,1993,67
"1283","Golden-fronted Leafbird",10,1995,67
"1284","Golden-fronted Leafbird",7,1997,1
"1285","Golden-fronted Leafbird",12,1997,67
"1286","Golden-fronted Leafbird",3,1999,23
"1287","Golden-fronted Leafbird",12,2003,1
"1288","Golden-fronted Leafbird",6,2004,23
"1289","Golden-fronted Leafbird",9,2004,67
"1290","Golden-fronted Leafbird",11,2004,1
"1291","Golden-spectacled Warbler",4,1999,1
"1292","Golden-spectacled Warbler",4,2003,5
"1293","Golden-throated Barbet",4,1999,79
"1294","Golden-throated Barbet",4,2003,1
"1295","goose sp.",9,2004,67
"1296","Graceful Prinia",3,1994,67
"1297","Graceful Prinia",1,2004,1
"1298","Gray Bushchat",9,1992,1
"1299","Gray Bushchat",3,1994,67
"1300","Gray Bushchat",3,1999,1
"1301","Gray Bushchat",4,1999,44
"1302","Gray Bushchat",3,2001,47
"1303","Gray Bushchat",1,2003,67
"1304","Gray Bushchat",4,2003,46
"1305","Gray Francolin",12,1981,67
"1306","Gray Francolin",12,1991,67
"1307","Gray Francolin",9,1993,67
"1308","Gray Francolin",10,1993,69
"1309","Gray Francolin",5,1994,1
"1310","Gray Francolin",8,1996,67
"1311","Gray Francolin",4,1999,67
"1312","Gray Francolin",11,2000,134
"1313","Gray Francolin",2,2003,134
"1314","Gray Francolin",3,2003,67
"1315","Gray Francolin",5,2004,23
"1316","Gray Francolin",6,2004,111
"1317","Gray Francolin",8,2004,56
"1318","Gray Francolin",9,2004,59
"1319","Gray Francolin",10,2004,130
"1320","Gray Francolin",11,2004,24
"1321","Gray Heron",12,1991,67
"1322","Gray Heron",10,1993,1
"1323","Gray Heron",11,1993,33
"1324","Gray Heron",11,1995,56
"1325","Gray Heron",1,1996,67
"1326","Gray Heron",8,1996,67
"1327","Gray Heron",2,1998,1
"1328","Gray Heron",1,1999,58
"1329","Gray Heron",11,2000,67
"1330","Gray Heron",6,2001,23
"1331","Gray Heron",1,2003,67
"1332","Gray Heron",2,2003,134
"1333","Gray Heron",3,2003,67
"1334","Gray Heron",4,2003,35
"1335","Gray Heron",6,2004,1
"1336","Gray Heron",9,2004,268
"1337","Gray Heron",10,2004,35
"1338","Gray Heron",11,2004,134
"1339","Gray Junglefowl",1,1979,44
"1340","Gray Junglefowl",2,1984,3
"1341","Gray Junglefowl",2,2001,67
"1342","Gray Junglefowl",2,2004,134
"1343","Gray Peacock-Pheasant",3,1999,1
"1344","Gray Peacock-Pheasant",4,1999,61
"1345","Gray Sibia",4,1999,5
"1346","Gray Treepie",10,1993,69
"1347","Gray Treepie",3,1999,23
"1348","Gray Treepie",5,1999,67
"1349","Gray Treepie",11,2000,67
"1350","Gray Treepie",4,2003,23
"1351","Gray Treepie",9,2004,1
"1352","Gray Wagtail",7,1982,23
"1353","Gray Wagtail",2,1984,72
"1354","Gray Wagtail",4,1990,67
"1355","Gray Wagtail",9,1993,67
"1356","Gray Wagtail",10,1993,67
"1357","Gray Wagtail",11,1993,1
"1358","Gray Wagtail",3,1994,67
"1359","Gray Wagtail",1,1996,1
"1360","Gray Wagtail",4,1999,1
"1361","Gray Wagtail",3,2001,4
"1362","Gray Wagtail",2,2003,67
"1363","Gray Wagtail",9,2004,157
"1364","Gray Wagtail",10,2004,75
"1365","Gray Wagtail",11,2004,36
"1366","Gray-bellied Cuckoo",8,1993,134
"1367","Gray-bellied Cuckoo",7,1994,67
"1368","Gray-bellied Cuckoo",7,1997,1
"1369","Gray-bellied Cuckoo",6,2004,2
"1370","Gray-bellied Cuckoo",11,2004,1
"1371","Gray-bellied Tesia",4,1999,56
"1372","Gray-breasted Prinia",8,1993,134
"1373","Gray-breasted Prinia",9,1993,67
"1374","Gray-breasted Prinia",3,1994,67
